freq_Hz,Ez1,Ez0,Ez_1,Ef1,Ef0,Ef_1,Forward,Backward,F1,B1
2582.5,0,0,0,0,0,0,0,0,0,0
2583.5,0,0,0,0,0,0,0,0,0,0
2584.5,0,0,0,0,0,0,0,0,0,0
2585.5,0,0,0,0,0,0,0,0,0,0
2586.5,0,0,0,0,0,0,0,0,0,0
2587.5,0,0,0,0,0,0,0,0,0,0
2588.5,0,0,0,0,0,0,0,0,0,0
2589.5,0,0,0,0,0,0,0,0,0,0
2590.5,0,0,0,0,0,0,0,0,0,0
2591.5,0,0,0,0,0,0,0,0,0,0
2592.5,0,0,0,0,0,0,0,0,0,0
2593.5,0,0,0,0,0,0,0,0,0,0
2594.5,0,0,0,0,0,0,0,0,0,0
2595.5,0,0,0,0,0,0,0,0,0,0
2596.5,0,0,0,0,0,0,0,0,0,0
2597.5,0,0,0,0,0,0,0,0,0,0
2598.5,0,0,0,0,0,0,0,0,0,0
2599.5,0,0,0,0,0,0,0,0,0,0
2600.5,0,0,0,0,0,0,0,0,0,0
2601.5,0,0,0,0,0,0,0,0,0,0
2602.5,0,0,0,0,0,0,0,0,0,0
2603.5,0,0,0,0,0,0,0,0,0,0
2604.5,0,0,0,0,0,0,0,0,0,0
2605.5,0,0,0,0,0,0,0,0,0,0
2606.5,0,0,0,0,0,0,0,0,0,0
2607.5,0,0,0,0,0,0,0,0,0,0
2608.5,0,0,0,0,0,0,0,0,0,0
2609.5,0,0,0,0,0,0,0,0,0,0
2610.5,0,0,0,0,0,0,0,0,0,0
2611.5,0,0,0,0,0,0,0,0,0,0
2612.5,0,0,0,0,0,0,0,0,0,0
2613.5,0,0,0,0,0,0,0,0,0,0
2614.5,0,0,0,0,0,0,0,0,0,0
2615.5,0,0,0,0,0,0,0,0,0,0
2616.5,0,0,0,0,0,0,0,0,0,0
2617.5,0,0,0,0,0,0,0,0,0,0
2618.5,0,0,0,0,0,0,0,0,0,0
2619.5,0,0,0,0,0,0,0,0,0,0
2620.5,0,0,0,0,0,0,0,0,0,0
2621.5,0,0,0,0,0,0,0,0,0,0
2622.5,0,0,0,0,0,0,0,0,0,0
